2026-06-19 00:01:50.562 | INFO     | utils.logger:setup_logger:72 | 日志系统已初始化，级别=INFO，目录=./logs
2026-06-19 00:01:50.563 | INFO     | __main__:main:192 | ==================================================
2026-06-19 00:01:50.563 | INFO     | __main__:main:193 | 卡牌游戏日常任务自动化脚本 启动
2026-06-19 00:01:50.563 | INFO     | __main__:main:194 | ==================================================
2026-06-19 00:01:50.600 | INFO     | __main__:init_adb:44 | 自动检测 ADB 路径: D:\Application\Cjyx\platform-tools\adb.exe
2026-06-19 00:01:50.642 | INFO     | __main__:init_adb:52 | 自动检测 MuMu 设备: 127.0.0.1:16384
2026-06-19 00:01:50.661 | INFO     | core.adb_controller:connect:70 | 正在连接 ADB 设备: 127.0.0.1:16384
2026-06-19 00:01:50.688 | INFO     | core.adb_controller:connect:84 | ADB 设备已连接: 127.0.0.1:16384
2026-06-19 00:01:50.745 | DEBUG    | core.vision:__init__:45 | VisionEngine 阈值=0.75
2026-06-19 00:01:50.746 | DEBUG    | scheduler.recovery:_load_popup_templates:82 | 已加载 0 个弹窗模板: []
2026-06-19 00:01:50.747 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: daily_signin (DailySignInTask)
2026-06-19 00:01:50.747 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: collect_mail (CollectMailTask)
2026-06-19 00:01:50.747 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: friends (FriendsTask)
2026-06-19 00:01:50.749 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: events (EventsTask)
2026-06-19 00:01:50.749 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: daily_quest (DailyQuestTask)
2026-06-19 00:01:50.750 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: guild (GuildTask)
2026-06-19 00:01:50.750 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: arena (ArenaTask)
2026-06-19 00:01:50.750 | DEBUG    | scheduler.engine:_discover_tasks:108 | 已注册任务: auto_battle (AutoBattleTask)
2026-06-19 00:01:50.750 | INFO     | scheduler.engine:_discover_tasks:118 | 共发现 8 个任务: ['daily_signin', 'collect_mail', 'friends', 'events', 'daily_quest', 'guild', 'arena', 'auto_battle']
2026-06-19 00:01:50.750 | DEBUG    | core.adb_controller:shell:155 | shell: wm size
2026-06-19 00:01:50.770 | INFO     | __main__:build_runtime:148 | 设备分辨率: (720, 1280)
2026-06-19 00:01:50.770 | INFO     | __main__:build_runtime:149 | 图像模板目录: ./assets
2026-06-19 00:01:50.770 | INFO     | __main__:build_runtime:150 | 已注册 8 个任务
2026-06-19 00:01:50.770 | DEBUG    | core.adb_controller:shell:155 | shell: echo alive
2026-06-19 00:01:50.786 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:51.483 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:52.182 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:52.878 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:53.569 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:54.272 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:54.681 | INFO     | scheduler.engine:run_once:177 | 准备执行 4 个任务: ['events', 'daily_quest', 'arena', 'auto_battle']
2026-06-19 00:01:54.681 | INFO     | scheduler.engine:run_once:195 | --- [events] 开始 ---
2026-06-19 00:01:54.681 | INFO     | scheduler.base_task:run:178 | [events] 开始执行 (优先级=8)
2026-06-19 00:01:54.682 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_events.png
2026-06-19 00:01:54.682 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_events.png (timeout=5.0s)
2026-06-19 00:01:54.682 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:01:55.075 | DEBUG    | core.vision:_load_template:90 | 模板已加载: buttons/btn_events.png (62x74)
2026-06-19 00:01:55.198 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_events.png @ (905,11)-(973,92) 尺度=1.1x 置信度=0.910
2026-06-19 00:01:55.198 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_events.png (0.52s)
2026-06-19 00:01:55.199 | DEBUG    | core.device:tap:117 | 点击: (939, 51)
2026-06-19 00:01:55.199 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 939 51
2026-06-19 00:01:55.720 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_events.png @ (905,11)
2026-06-19 00:01:57.720 | INFO     | tasks.events:execute:84 | === Phase 1: 资源 ===
2026-06-19 00:01:57.720 | INFO     | tasks.events:_tap_coord:35 | [资源] 坐标点击 (300, 300)
2026-06-19 00:01:57.720 | DEBUG    | core.device:tap:117 | 点击: (300, 300)
2026-06-19 00:01:57.720 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 300 300
2026-06-19 00:01:59.792 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_join.png
2026-06-19 00:01:59.792 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_join.png (timeout=3.0s)
2026-06-19 00:01:59.792 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:00.124 | DEBUG    | core.vision:_load_template:90 | 模板已加载: buttons/btn_join.png (141x56)
2026-06-19 00:02:00.264 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_join.png @ (916,623)-(1071,684) 尺度=1.1x 置信度=0.917
2026-06-19 00:02:00.264 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_join.png (0.47s)
2026-06-19 00:02:00.264 | DEBUG    | core.device:tap:117 | 点击: (993, 653)
2026-06-19 00:02:00.264 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 993 653
2026-06-19 00:02:00.785 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_join.png @ (916,623)
2026-06-19 00:02:02.785 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:03.167 | DEBUG    | core.vision:_load_template:90 | 模板已加载: buttons/btn_sweep.png (158x69)
2026-06-19 00:02:03.302 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:03.302 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_sweep.png
2026-06-19 00:02:03.302 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_sweep.png (timeout=3.0s)
2026-06-19 00:02:03.302 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:03.823 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:03.823 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_sweep.png (0.52s)
2026-06-19 00:02:03.823 | DEBUG    | core.device:tap:117 | 点击: (625, 674)
2026-06-19 00:02:03.823 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 625 674
2026-06-19 00:02:04.345 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_sweep.png @ (539,637)
2026-06-19 00:02:06.345 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_sweep.png
2026-06-19 00:02:06.345 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_sweep.png (timeout=3.0s)
2026-06-19 00:02:06.345 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:06.867 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:06.867 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_sweep.png (0.52s)
2026-06-19 00:02:06.868 | DEBUG    | core.device:tap:117 | 点击: (625, 674)
2026-06-19 00:02:06.868 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 625 674
2026-06-19 00:02:07.388 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_sweep.png @ (539,637)
2026-06-19 00:02:09.389 | DEBUG    | core.action:tap_back_button:320 | 点击返回按钮: (64, 36) (比例 5%, 5%)
2026-06-19 00:02:09.389 | DEBUG    | core.device:tap:117 | 点击: (64, 36)
2026-06-19 00:02:09.389 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 64 36
2026-06-19 00:02:11.910 | INFO     | tasks.events:execute:88 | === Phase 2: 活动1 ===
2026-06-19 00:02:11.910 | INFO     | tasks.events:_tap_coord:35 | [活动1] 坐标点击 (300, 400)
2026-06-19 00:02:11.910 | DEBUG    | core.device:tap:117 | 点击: (300, 400)
2026-06-19 00:02:11.910 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 300 400
2026-06-19 00:02:13.981 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_join.png
2026-06-19 00:02:13.981 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_join.png (timeout=3.0s)
2026-06-19 00:02:13.981 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:14.441 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_join.png @ (916,623)-(1071,684) 尺度=1.1x 置信度=0.917
2026-06-19 00:02:14.441 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_join.png (0.46s)
2026-06-19 00:02:14.441 | DEBUG    | core.device:tap:117 | 点击: (993, 653)
2026-06-19 00:02:14.441 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 993 653
2026-06-19 00:02:14.962 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_join.png @ (916,623)
2026-06-19 00:02:16.962 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:17.485 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:17.486 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_sweep.png
2026-06-19 00:02:17.486 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_sweep.png (timeout=3.0s)
2026-06-19 00:02:17.486 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:18.068 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:18.068 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_sweep.png (0.58s)
2026-06-19 00:02:18.069 | DEBUG    | core.device:tap:117 | 点击: (625, 674)
2026-06-19 00:02:18.069 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 625 674
2026-06-19 00:02:18.593 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_sweep.png @ (539,637)
2026-06-19 00:02:20.593 | DEBUG    | core.action:click_when_appears:52 | 等待并点击: buttons/btn_sweep.png
2026-06-19 00:02:20.593 | DEBUG    | core.vision:wait_until:268 | 等待元素出现: buttons/btn_sweep.png (timeout=3.0s)
2026-06-19 00:02:20.593 | DEBUG    | core.adb_controller:shell:155 | shell: screencap -p /sdcard/_bot_screen.png
2026-06-19 00:02:21.139 | DEBUG    | core.vision:find:169 | 模板匹配成功: buttons/btn_sweep.png @ (539,637)-(712,712) 尺度=1.1x 置信度=0.882
2026-06-19 00:02:21.139 | DEBUG    | core.vision:wait_until:276 | 元素已出现: buttons/btn_sweep.png (0.55s)
2026-06-19 00:02:21.139 | DEBUG    | core.device:tap:117 | 点击: (625, 674)
2026-06-19 00:02:21.140 | DEBUG    | core.adb_controller:shell:155 | shell: input tap 625 674
2026-06-19 00:02:21.663 | DEBUG    | core.action:click_when_appears:62 | 已点击: buttons/btn_sweep.png @ (539,637)
