2026-06-17 21:26:20.563 | INFO     | utils.logger:setup_logger:72 | 日志系统已初始化，级别=INFO，目录=./logs
2026-06-17 21:26:20.564 | INFO     | __main__:main:233 | ==================================================
2026-06-17 21:26:20.564 | INFO     | __main__:main:234 | 卡牌游戏日常任务自动化脚本 启动
2026-06-17 21:26:20.564 | INFO     | __main__:main:235 | ==================================================
2026-06-17 21:26:20.604 | INFO     | __main__:init_adb:44 | 自动检测 ADB 路径: D:\Application\Cjyx\platform-tools\adb.exe
2026-06-17 21:26:20.781 | INFO     | __main__:init_adb:52 | 自动检测 MuMu 设备: 127.0.0.1:16384
2026-06-17 21:26:20.781 | INFO     | core.adb_controller:connect:70 | 正在连接 ADB 设备: 127.0.0.1:16384
2026-06-17 21:26:20.808 | INFO     | core.adb_controller:connect:84 | ADB 设备已连接: 127.0.0.1:16384
2026-06-17 21:26:20.808 | INFO     | __main__:run_check:75 | ==================================================
2026-06-17 21:26:20.808 | INFO     | __main__:run_check:76 | 环境诊断
2026-06-17 21:26:20.809 | INFO     | __main__:run_check:77 | ==================================================
2026-06-17 21:26:20.809 | INFO     | __main__:run_check:82 | ADB 已连接: True
2026-06-17 21:26:20.809 | DEBUG    | core.adb_controller:shell:155 | shell: wm size
2026-06-17 21:26:20.830 | INFO     | __main__:run_check:87 | 屏幕分辨率: 720x1280
2026-06-17 21:26:20.830 | WARNING  | __main__:run_check:89 | 分辨率非标准，图像模板可能需要调整
2026-06-17 21:26:20.830 | WARNING  | __main__:run_check:99 | 图像模板目录为空或不存在: assets\screens
2026-06-17 21:26:20.830 | WARNING  | __main__:run_check:100 | 请先使用截屏工具收集游戏模板
2026-06-17 21:26:20.831 | WARNING  | __main__:run_check:99 | 图像模板目录为空或不存在: assets\popups
2026-06-17 21:26:20.831 | WARNING  | __main__:run_check:100 | 请先使用截屏工具收集游戏模板
2026-06-17 21:26:20.883 | INFO     | __main__:run_check:105 | OpenCV 版本: 4.13.0
2026-06-17 21:26:20.883 | INFO     | __main__:run_check:113 | NumPy 版本: 2.4.6
2026-06-17 21:26:20.883 | INFO     | __main__:run_check:118 | ==================================================
2026-06-17 21:26:20.883 | INFO     | __main__:run_check:120 | 环境诊断完成，基础检查通过
2026-06-17 21:26:20.898 | INFO     | core.adb_controller:disconnect:113 | ADB 设备已断开: 127.0.0.1:16384
2026-06-17 21:26:20.898 | INFO     | __main__:main:291 | 脚本已退出
2026-06-17 21:27:26.205 | INFO     | utils.logger:setup_logger:72 | 日志系统已初始化，级别=INFO，目录=./logs
2026-06-17 21:27:26.205 | INFO     | __main__:main:233 | ==================================================
2026-06-17 21:27:26.206 | INFO     | __main__:main:234 | 卡牌游戏日常任务自动化脚本 启动
2026-06-17 21:27:26.206 | INFO     | __main__:main:235 | ==================================================
2026-06-17 21:27:26.242 | INFO     | __main__:init_adb:44 | 自动检测 ADB 路径: D:\Application\Cjyx\platform-tools\adb.exe
2026-06-17 21:27:26.421 | INFO     | __main__:init_adb:52 | 自动检测 MuMu 设备: 127.0.0.1:16384
2026-06-17 21:27:26.422 | INFO     | core.adb_controller:connect:70 | 正在连接 ADB 设备: 127.0.0.1:16384
2026-06-17 21:27:26.449 | INFO     | core.adb_controller:connect:84 | ADB 设备已连接: 127.0.0.1:16384
2026-06-17 21:27:26.511 | DEBUG    | core.adb_controller:shell:155 | shell: wm size
2026-06-17 21:27:26.531 | INFO     | __main__:run_tasks:136 | 设备分辨率: (720, 1280)
